Recycler ID,Recycler name,Location,Accepted materials,Authorization status,Contact,Rate,Pickup availability,Service area
REC02580,GreenBridge Durgapur Collection & Recycling 2580,Durgapur,"Motor, Mixed Plastic, Cable, CRT, Mobile, Keyboard, Battery",Authorized,+91 9621058397,Motor: ₹65/kg | Mixed Plastic: ₹18/kg | Cable: ₹405/kg | CRT: ₹10/kg | Mobile: ₹152/kg | Keyboard: ₹32/kg | Battery: ₹94/kg,Yes,"Durgapur, Bardhaman, Asansol"
REC02581,EcoCycle Asansol Recycling Services 2581,Asansol,"PCB, Mouse, Motor, Mixed Metal, LCD Panel",Authorized,+91 9133227131,PCB: ₹490/kg | Mouse: ₹70/kg | Motor: ₹94/kg | Mixed Metal: ₹39/kg | LCD Panel: ₹66/kg,No,"Asansol, Bankura, Durgapur"
REC02582,GreenLoop Bhopal E-Waste Solutions 2582,Bhopal,"Battery, Mobile, LCD Panel, Printer",Authorized,+91 9813153375,Battery: ₹83/kg | Mobile: ₹184/kg | LCD Panel: ₹72/kg | Printer: ₹16/kg,No,"Bhopal, Vidisha, Sehore"
REC02583,ReTech Indore Recycler Hub 2583,Indore,"Motor, PCB, Mouse, Television, Keyboard, Microwave, CRT, Mixed Plastic",Authorized,+91 9568586281,Motor: ₹99/kg | PCB: ₹418/kg | Mouse: ₹51/kg | Television: ₹33/kg | Keyboard: ₹15/kg | Microwave: ₹26/kg | CRT: ₹15/kg | Mixed Plastic: ₹10/kg,Yes,"Indore, Ujjain"
REC02584,CleanEarth Raipur Recovery Centre 2584,Raipur,"CRT, Television, Mixed Plastic, Mouse, PCB, Motor, Mixed Metal",Authorized,+91 9248210151,CRT: ₹11/kg | Television: ₹25/kg | Mixed Plastic: ₹19/kg | Mouse: ₹70/kg | PCB: ₹464/kg | Motor: ₹45/kg | Mixed Metal: ₹69/kg,Yes,"Raipur, Bhilai"
REC02585,E-Waste Bilaspur Circular Solutions 2585,Bilaspur,"Battery, Mouse, Cable, Mixed Metal, Printer, Keyboard",Authorized,+91 9520179433,Battery: ₹84/kg | Mouse: ₹68/kg | Cable: ₹406/kg | Mixed Metal: ₹38/kg | Printer: ₹23/kg | Keyboard: ₹44/kg,Yes,"Bilaspur, Korba, Raigarh"
REC02586,Circular Nagpur Resource Recovery 2586,Nagpur,"Keyboard, Mobile, CRT, Mixed Metal, LCD Panel",Authorized,+91 9534464057,Keyboard: ₹38/kg | Mobile: ₹156/kg | CRT: ₹11/kg | Mixed Metal: ₹40/kg | LCD Panel: ₹30/kg,Yes,"Nagpur, Amravati"
REC02587,RenewTech Pune Green Processing 2587,Pune,"Glass, Mobile, Cable, Mixed Plastic",Authorized,+91 9757766707,Glass: ₹3/kg | Mobile: ₹314/kg | Cable: ₹380/kg | Mixed Plastic: ₹17/kg,Yes,"Pune, Pimpri-Chinchwad"
REC02588,GreenCircuit Mumbai Materials Recycling 2588,Mumbai,"Keyboard, Printer, CRT, Cable, Magnet Assembly, Glass, Washing Machine",Authorized,+91 9771613223,Keyboard: ₹38/kg | Printer: ₹29/kg | CRT: ₹19/kg | Cable: ₹354/kg | Magnet Assembly: ₹116/kg | Glass: ₹1/kg | Washing Machine: ₹32/kg,Yes,"Mumbai, Navi Mumbai"
REC02589,UrbanRecycle Nashik Sustainable Recycling 2589,Nashik,"Printer, Keyboard, CRT",Authorized,+91 9966456187,Printer: ₹17/kg | Keyboard: ₹29/kg | CRT: ₹20/kg,No,"Nashik, Malegaon"
REC02590,EcoLink Delhi Collection & Recycling 2590,Delhi,"PCB, Mobile, Mixed Plastic, Television, LCD Panel, Keyboard",Authorized,+91 9384328993,PCB: ₹475/kg | Mobile: ₹346/kg | Mixed Plastic: ₹10/kg | Television: ₹36/kg | LCD Panel: ₹48/kg | Keyboard: ₹35/kg,No,Delhi
REC02591,RecyclePro Noida Recycling Services 2591,Noida,"Microwave, Printer, Cable",Authorized,+91 9703810348,Microwave: ₹8/kg | Printer: ₹16/kg | Cable: ₹441/kg,Yes,"Noida, Ghaziabad"
REC02592,EnviroCycle Jaipur E-Waste Solutions 2592,Jaipur,"Microwave, LCD Panel, Magnet Assembly, Mouse, Mixed Plastic, Glass, Motor, Cable",Authorized,+91 9714825399,Microwave: ₹13/kg | LCD Panel: ₹70/kg | Magnet Assembly: ₹109/kg | Mouse: ₹40/kg | Mixed Plastic: ₹26/kg | Glass: ₹7/kg | Motor: ₹83/kg | Cable: ₹390/kg,No,Jaipur
REC02593,EarthLoop Kota Recycler Hub 2593,Kota,"Printer, Television, Mouse, LCD Panel",Authorization Verification Pending,+91 9648575707,Printer: ₹14/kg | Television: ₹33/kg | Mouse: ₹31/kg | LCD Panel: ₹42/kg,Yes,Kota
REC02594,GreenMine Ahmedabad Recovery Centre 2594,Ahmedabad,"Motor, Keyboard, Television, Mixed Plastic, PCB, LCD Panel, Mobile",Authorized,+91 9514111897,Motor: ₹94/kg | Keyboard: ₹31/kg | Television: ₹16/kg | Mixed Plastic: ₹31/kg | PCB: ₹472/kg | LCD Panel: ₹54/kg | Mobile: ₹191/kg,Yes,Ahmedabad
REC02595,RecoverX Surat Circular Solutions 2595,Surat,"Printer, LCD Panel, CRT, Magnet Assembly, Mixed Plastic, Washing Machine, Mobile",Authorized,+91 9953604088,Printer: ₹29/kg | LCD Panel: ₹27/kg | CRT: ₹14/kg | Magnet Assembly: ₹113/kg | Mixed Plastic: ₹27/kg | Washing Machine: ₹21/kg | Mobile: ₹314/kg,Yes,"Surat, Navsari, Bharuch"
REC02596,ScrapSmart Vadodara Resource Recovery 2596,Vadodara,"Washing Machine, Glass, PCB, Microwave, Mixed Plastic",Authorization Verification Pending,+91 9274686629,Washing Machine: ₹14/kg | Glass: ₹1/kg | PCB: ₹408/kg | Microwave: ₹13/kg | Mixed Plastic: ₹13/kg,No,Vadodara
REC02597,EcoRecover Bengaluru Green Processing 2597,Bengaluru,"Mouse, Microwave, CRT, Mobile, Motor, Mixed Metal, Mixed Plastic",Authorized,+91 9703339548,Mouse: ₹36/kg | Microwave: ₹19/kg | CRT: ₹14/kg | Mobile: ₹183/kg | Motor: ₹48/kg | Mixed Metal: ₹72/kg | Mixed Plastic: ₹25/kg,Yes,"Bengaluru, Tumakuru, Mysuru"
REC02598,WasteWise Mysuru Materials Recycling 2598,Mysuru,"LCD Panel, Cable, Washing Machine, Glass, Motor, CRT, Keyboard, Mixed Plastic",Authorized,+91 9591569698,LCD Panel: ₹58/kg | Cable: ₹345/kg | Washing Machine: ₹31/kg | Glass: ₹9/kg | Motor: ₹49/kg | CRT: ₹11/kg | Keyboard: ₹28/kg | Mixed Plastic: ₹23/kg,Yes,"Mysuru, Hassan"
REC02599,CircularGrid Hyderabad Sustainable Recycling 2599,Hyderabad,"Washing Machine, Keyboard, Cable, Mixed Plastic",Authorization Verification Pending,+91 9492457106,Washing Machine: ₹35/kg | Keyboard: ₹15/kg | Cable: ₹352/kg | Mixed Plastic: ₹34/kg,Yes,"Hyderabad, Warangal"
REC02600,GreenBridge Vijayawada Collection & Recycling 2600,Vijayawada,"Microwave, Magnet Assembly, LCD Panel, Mobile, Washing Machine, Mouse, CRT",Authorized,+91 9894742194,Microwave: ₹21/kg | Magnet Assembly: ₹112/kg | LCD Panel: ₹27/kg | Mobile: ₹171/kg | Washing Machine: ₹32/kg | Mouse: ₹59/kg | CRT: ₹20/kg,Yes,"Vijayawada, Guntur, Tenali"
REC02601,EcoCycle Visakhapatnam Recycling Services 2601,Visakhapatnam,"Microwave, PCB, Cable, Washing Machine, Battery",Authorization Verification Pending,+91 9146908719,Microwave: ₹10/kg | PCB: ₹516/kg | Cable: ₹399/kg | Washing Machine: ₹30/kg | Battery: ₹187/kg,No,"Visakhapatnam, Srikakulam"
REC02602,GreenLoop Chennai E-Waste Solutions 2602,Chennai,"Mixed Metal, Magnet Assembly, Glass, PCB, Washing Machine, Cable, Printer, Television",Authorized,+91 9861516449,Mixed Metal: ₹56/kg | Magnet Assembly: ₹114/kg | Glass: ₹4/kg | PCB: ₹424/kg | Washing Machine: ₹20/kg | Cable: ₹425/kg | Printer: ₹25/kg | Television: ₹27/kg,Yes,"Chennai, Kanchipuram"
REC02603,ReTech Coimbatore Recycler Hub 2603,Coimbatore,"Cable, Mixed Plastic, Battery, Mouse, Microwave, Printer, Magnet Assembly, Keyboard",Authorization Verification Pending,+91 9972155481,Cable: ₹363/kg | Mixed Plastic: ₹27/kg | Battery: ₹83/kg | Mouse: ₹24/kg | Microwave: ₹16/kg | Printer: ₹24/kg | Magnet Assembly: ₹90/kg | Keyboard: ₹33/kg,Yes,"Coimbatore, Erode"
REC02604,CleanEarth Madurai Recovery Centre 2604,Madurai,"Television, Mixed Metal, Battery, Washing Machine, Mixed Plastic, Microwave, Keyboard",Authorized,+91 9999454645,Television: ₹35/kg | Mixed Metal: ₹50/kg | Battery: ₹117/kg | Washing Machine: ₹31/kg | Mixed Plastic: ₹33/kg | Microwave: ₹20/kg | Keyboard: ₹34/kg,Yes,"Madurai, Dindigul, Sivaganga"
REC02605,E-Waste Kolkata Circular Solutions 2605,Kolkata,"Mixed Plastic, PCB, CRT, Glass, Magnet Assembly, Mouse, Motor",Authorized,+91 9325207816,Mixed Plastic: ₹11/kg | PCB: ₹390/kg | CRT: ₹20/kg | Glass: ₹12/kg | Magnet Assembly: ₹133/kg | Mouse: ₹36/kg | Motor: ₹107/kg,No,"Kolkata, Howrah, Hooghly"
REC02606,Circular Siliguri Resource Recovery 2606,Siliguri,"Magnet Assembly, LCD Panel, Washing Machine, CRT",Authorized,+91 9901814077,Magnet Assembly: ₹113/kg | LCD Panel: ₹73/kg | Washing Machine: ₹11/kg | CRT: ₹9/kg,No,"Siliguri, Jalpaiguri"
REC02607,RenewTech Lucknow Green Processing 2607,Lucknow,"Television, Washing Machine, Mixed Plastic, CRT, Motor, Mixed Metal, Mobile, Magnet Assembly",Authorized,+91 9803835407,Television: ₹24/kg | Washing Machine: ₹22/kg | Mixed Plastic: ₹20/kg | CRT: ₹15/kg | Motor: ₹62/kg | Mixed Metal: ₹39/kg | Mobile: ₹261/kg | Magnet Assembly: ₹127/kg,Yes,"Lucknow, Barabanki"
REC02608,GreenCircuit Kanpur Materials Recycling 2608,Kanpur,"CRT, Microwave, Magnet Assembly, LCD Panel, Mixed Metal, Battery",Authorized,+91 9738493430,CRT: ₹18/kg | Microwave: ₹26/kg | Magnet Assembly: ₹126/kg | LCD Panel: ₹70/kg | Mixed Metal: ₹71/kg | Battery: ₹116/kg,Yes,"Kanpur, Fatehpur, Unnao"
REC02609,UrbanRecycle Varanasi Sustainable Recycling 2609,Varanasi,"Printer, Television, Mobile, PCB, Keyboard, LCD Panel",Authorized,+91 9966018451,Printer: ₹24/kg | Television: ₹21/kg | Mobile: ₹154/kg | PCB: ₹532/kg | Keyboard: ₹34/kg | LCD Panel: ₹66/kg,Yes,"Varanasi, Prayagraj, Jaunpur"
REC02610,EcoLink Prayagraj Collection & Recycling 2610,Prayagraj,"Washing Machine, Mobile, Motor, Keyboard, Television",Authorized,+91 9554402837,Washing Machine: ₹29/kg | Mobile: ₹228/kg | Motor: ₹84/kg | Keyboard: ₹41/kg | Television: ₹34/kg,Yes,"Prayagraj, Mirzapur"
REC02611,RecyclePro Patna Recycling Services 2611,Patna,"Printer, Battery, Microwave",Authorized,+91 9315720986,Printer: ₹13/kg | Battery: ₹175/kg | Microwave: ₹19/kg,Yes,"Patna, Nalanda, Hajipur"
REC02612,EnviroCycle Gaya E-Waste Solutions 2612,Gaya,"Mixed Plastic, Glass, Printer, Cable, CRT, Television",Authorization Renewal Pending,+91 9309434958,Mixed Plastic: ₹24/kg | Glass: ₹8/kg | Printer: ₹24/kg | Cable: ₹405/kg | CRT: ₹9/kg | Television: ₹11/kg,Yes,"Gaya, Jehanabad, Nawada"
REC02613,EarthLoop Ranchi Recycler Hub 2613,Ranchi,"Microwave, Magnet Assembly, PCB, Cable, Mouse, Mixed Plastic",Authorized,+91 9150843122,Microwave: ₹9/kg | Magnet Assembly: ₹133/kg | PCB: ₹496/kg | Cable: ₹335/kg | Mouse: ₹69/kg | Mixed Plastic: ₹14/kg,No,Ranchi
REC02614,GreenMine Jamshedpur Recovery Centre 2614,Jamshedpur,"Washing Machine, Motor, Printer, CRT, Television, LCD Panel, PCB, Mobile",Authorized,+91 9561319101,Washing Machine: ₹12/kg | Motor: ₹61/kg | Printer: ₹28/kg | CRT: ₹5/kg | Television: ₹16/kg | LCD Panel: ₹38/kg | PCB: ₹468/kg | Mobile: ₹173/kg,Yes,"Jamshedpur, Chaibasa"
REC02615,RecoverX Bhubaneswar Circular Solutions 2615,Bhubaneswar,"PCB, Washing Machine, Motor",Authorized,+91 9182444956,PCB: ₹502/kg | Washing Machine: ₹30/kg | Motor: ₹59/kg,Yes,"Bhubaneswar, Puri, Cuttack"
REC02616,ScrapSmart Cuttack Resource Recovery 2616,Cuttack,"Motor, Washing Machine, Battery, Television, Mouse, Printer, Keyboard, Glass",Authorized,+91 9815970385,Motor: ₹98/kg | Washing Machine: ₹17/kg | Battery: ₹90/kg | Television: ₹40/kg | Mouse: ₹59/kg | Printer: ₹12/kg | Keyboard: ₹27/kg | Glass: ₹10/kg,Yes,"Cuttack, Bhubaneswar"
REC02617,EcoRecover Guwahati Green Processing 2617,Guwahati,"Cable, Mobile, LCD Panel, Mixed Metal, Motor, Battery, Microwave",Authorized,+91 9652923832,Cable: ₹445/kg | Mobile: ₹338/kg | LCD Panel: ₹55/kg | Mixed Metal: ₹73/kg | Motor: ₹70/kg | Battery: ₹77/kg | Microwave: ₹18/kg,Yes,"Guwahati, Dispur, Nalbari"
REC02618,WasteWise Shillong Materials Recycling 2618,Shillong,"PCB, Cable, Mobile, CRT, Magnet Assembly",Authorized,+91 9195894658,PCB: ₹548/kg | Cable: ₹389/kg | Mobile: ₹166/kg | CRT: ₹9/kg | Magnet Assembly: ₹99/kg,Yes,"Shillong, Jowai, Nongpoh"
REC02619,CircularGrid Kochi Sustainable Recycling 2619,Kochi,"Motor, CRT, Glass, Mixed Metal, Magnet Assembly, Printer, Washing Machine",Authorized,+91 9512660953,Motor: ₹108/kg | CRT: ₹16/kg | Glass: ₹5/kg | Mixed Metal: ₹63/kg | Magnet Assembly: ₹102/kg | Printer: ₹12/kg | Washing Machine: ₹13/kg,Yes,"Kochi, Kottayam, Aluva"
REC02620,GreenBridge Thiruvananthapuram Collection & Recycling 2620,Thiruvananthapuram,"Mixed Plastic, Television, Magnet Assembly, CRT",Authorized,+91 9606566320,Mixed Plastic: ₹26/kg | Television: ₹28/kg | Magnet Assembly: ₹110/kg | CRT: ₹12/kg,Yes,Thiruvananthapuram
REC02621,EcoCycle Kozhikode Recycling Services 2621,Kozhikode,"Glass, Mobile, CRT, Battery, LCD Panel, Printer",Authorized,+91 9288019773,Glass: ₹6/kg | Mobile: ₹287/kg | CRT: ₹19/kg | Battery: ₹185/kg | LCD Panel: ₹67/kg | Printer: ₹19/kg,Yes,"Kozhikode, Kannur, Malappuram"
REC02622,GreenLoop Chandigarh E-Waste Solutions 2622,Chandigarh,"Mixed Plastic, Television, Keyboard, Battery",Authorized,+91 9345705865,Mixed Plastic: ₹33/kg | Television: ₹10/kg | Keyboard: ₹17/kg | Battery: ₹139/kg,No,Chandigarh
REC02623,ReTech Ludhiana Recycler Hub 2623,Ludhiana,"Mixed Metal, Mouse, Glass, Motor",Authorized,+91 9174970002,Mixed Metal: ₹42/kg | Mouse: ₹58/kg | Glass: ₹5/kg | Motor: ₹51/kg,Yes,Ludhiana
REC02624,CleanEarth Amritsar Recovery Centre 2624,Amritsar,"CRT, Magnet Assembly, Battery, Printer, Mobile, PCB, Mixed Plastic, Glass",Authorized,+91 9794338975,CRT: ₹5/kg | Magnet Assembly: ₹123/kg | Battery: ₹139/kg | Printer: ₹9/kg | Mobile: ₹181/kg | PCB: ₹464/kg | Mixed Plastic: ₹21/kg | Glass: ₹2/kg,Yes,"Amritsar, Batala"
REC02625,E-Waste Dehradun Circular Solutions 2625,Dehradun,"PCB, Keyboard, Microwave, Mixed Metal",Authorized,+91 9513584505,PCB: ₹502/kg | Keyboard: ₹40/kg | Microwave: ₹15/kg | Mixed Metal: ₹48/kg,No,Dehradun
REC02626,Circular Shimla Resource Recovery 2626,Shimla,"Cable, Mixed Plastic, Magnet Assembly, PCB, CRT, Microwave, Glass, Battery",Authorized,+91 9301389798,Cable: ₹382/kg | Mixed Plastic: ₹22/kg | Magnet Assembly: ₹69/kg | PCB: ₹448/kg | CRT: ₹6/kg | Microwave: ₹21/kg | Glass: ₹11/kg | Battery: ₹125/kg,Yes,"Shimla, Mandi"
REC02627,RenewTech Jammu Green Processing 2627,Jammu,"PCB, Glass, Magnet Assembly, Mobile, LCD Panel",Authorized,+91 9371475947,PCB: ₹520/kg | Glass: ₹5/kg | Magnet Assembly: ₹130/kg | Mobile: ₹182/kg | LCD Panel: ₹73/kg,No,"Jammu, Kathua"
REC02628,GreenCircuit Srinagar Materials Recycling 2628,Srinagar,"Mixed Plastic, Mixed Metal, Washing Machine, Magnet Assembly, PCB, Printer, Glass",Authorization Verification Pending,+91 9186678121,Mixed Plastic: ₹29/kg | Mixed Metal: ₹54/kg | Washing Machine: ₹11/kg | Magnet Assembly: ₹142/kg | PCB: ₹440/kg | Printer: ₹14/kg | Glass: ₹10/kg,Yes,"Srinagar, Anantnag"
REC02629,UrbanRecycle Agartala Sustainable Recycling 2629,Agartala,"Printer, Mouse, Glass, Magnet Assembly",Authorized,+91 9920610016,Printer: ₹21/kg | Mouse: ₹25/kg | Glass: ₹7/kg | Magnet Assembly: ₹72/kg,Yes,"Agartala, Khowai, Udaipur"
REC02630,EcoLink Imphal Collection & Recycling 2630,Imphal,"Motor, Battery, Cable",Authorized,+91 9388507273,Motor: ₹71/kg | Battery: ₹92/kg | Cable: ₹339/kg,Yes,"Imphal, Bishnupur"
REC02631,RecyclePro Aizawl Recycling Services 2631,Aizawl,"Cable, Printer, Television",Authorized,+91 9130550542,Cable: ₹415/kg | Printer: ₹15/kg | Television: ₹18/kg,Yes,"Aizawl, Lunglei"
REC02632,EnviroCycle Itanagar E-Waste Solutions 2632,Itanagar,"Keyboard, Magnet Assembly, PCB, LCD Panel",Authorized,+91 9732612414,Keyboard: ₹39/kg | Magnet Assembly: ₹140/kg | PCB: ₹410/kg | LCD Panel: ₹42/kg,No,"Itanagar, Naharlagun"
REC02633,EarthLoop Gangtok Recycler Hub 2633,Gangtok,"Mobile, Keyboard, Battery, Mouse, Motor",Authorized,+91 9582848684,Mobile: ₹305/kg | Keyboard: ₹21/kg | Battery: ₹121/kg | Mouse: ₹68/kg | Motor: ₹85/kg,No,"Gangtok, Pakyong"
REC02634,GreenMine Panaji Recovery Centre 2634,Panaji,"Mixed Plastic, Mouse, Television, CRT, LCD Panel, Printer, Microwave, Keyboard",Authorization Verification Pending,+91 9869405397,Mixed Plastic: ₹13/kg | Mouse: ₹53/kg | Television: ₹17/kg | CRT: ₹14/kg | LCD Panel: ₹70/kg | Printer: ₹29/kg | Microwave: ₹13/kg | Keyboard: ₹19/kg,No,"Panaji, Margao, Mapusa"
REC02635,RecoverX Mangaluru Circular Solutions 2635,Mangaluru,"Printer, Keyboard, Battery, Glass, Mouse, Mixed Metal, LCD Panel, CRT",Authorized,+91 9433951139,Printer: ₹29/kg | Keyboard: ₹23/kg | Battery: ₹73/kg | Glass: ₹2/kg | Mouse: ₹39/kg | Mixed Metal: ₹41/kg | LCD Panel: ₹51/kg | CRT: ₹17/kg,Yes,"Mangaluru, Puttur"
REC02636,ScrapSmart Hubballi Resource Recovery 2636,Hubballi,"Magnet Assembly, Battery, Mixed Plastic, Washing Machine, PCB, Mixed Metal",Authorized,+91 9568384364,Magnet Assembly: ₹138/kg | Battery: ₹169/kg | Mixed Plastic: ₹8/kg | Washing Machine: ₹35/kg | PCB: ₹464/kg | Mixed Metal: ₹79/kg,Yes,"Hubballi, Dharwad"
REC02637,EcoRecover Meerut Green Processing 2637,Meerut,"Mixed Plastic, Magnet Assembly, PCB, Television",Authorized,+91 9588148996,Mixed Plastic: ₹20/kg | Magnet Assembly: ₹95/kg | PCB: ₹407/kg | Television: ₹13/kg,Yes,"Meerut, Hapur, Modinagar"
REC02638,WasteWise Agra Materials Recycling 2638,Agra,"Mobile, Motor, Battery",Authorized,+91 9808674823,Mobile: ₹292/kg | Motor: ₹99/kg | Battery: ₹169/kg,Yes,Agra
REC02639,CircularGrid Bareilly Sustainable Recycling 2639,Bareilly,"Mouse, Cable, Microwave, Mixed Metal, Printer, Mixed Plastic, Magnet Assembly, Television",Authorization Verification Pending,+91 9433977339,Mouse: ₹56/kg | Cable: ₹466/kg | Microwave: ₹22/kg | Mixed Metal: ₹56/kg | Printer: ₹12/kg | Mixed Plastic: ₹14/kg | Magnet Assembly: ₹103/kg | Television: ₹10/kg,Yes,"Bareilly, Shahjahanpur, Pilibhit"
REC02640,GreenBridge Gorakhpur Collection & Recycling 2640,Gorakhpur,"Glass, Keyboard, Motor, Television",Authorization Renewal Pending,+91 9905372986,Glass: ₹5/kg | Keyboard: ₹25/kg | Motor: ₹81/kg | Television: ₹36/kg,Yes,"Gorakhpur, Deoria"
REC02641,EcoCycle Jodhpur Recycling Services 2641,Jodhpur,"Cable, Television, Mouse, Washing Machine, Battery, Motor, Mixed Metal, Magnet Assembly",Authorization Verification Pending,+91 9706853560,Cable: ₹448/kg | Television: ₹34/kg | Mouse: ₹67/kg | Washing Machine: ₹25/kg | Battery: ₹115/kg | Motor: ₹67/kg | Mixed Metal: ₹56/kg | Magnet Assembly: ₹106/kg,Yes,"Jodhpur, Pali"
REC02642,GreenLoop Udaipur E-Waste Solutions 2642,Udaipur,"Cable, Battery, Mobile, Television, Washing Machine, Motor, Glass",Authorization Renewal Pending,+91 9400067485,Cable: ₹339/kg | Battery: ₹82/kg | Mobile: ₹270/kg | Television: ₹24/kg | Washing Machine: ₹11/kg | Motor: ₹74/kg | Glass: ₹7/kg,Yes,"Udaipur, Chittorgarh, Rajsamand"
REC02643,ReTech Gwalior Recycler Hub 2643,Gwalior,"Mobile, Mouse, Motor, PCB, Mixed Plastic, Battery",Authorized,+91 9195336264,Mobile: ₹165/kg | Mouse: ₹56/kg | Motor: ₹95/kg | PCB: ₹490/kg | Mixed Plastic: ₹17/kg | Battery: ₹93/kg,No,"Gwalior, Shivpuri"
REC02644,CleanEarth Jabalpur Recovery Centre 2644,Jabalpur,"Cable, Keyboard, Mixed Plastic, Television, CRT, Microwave, Motor",Authorized,+91 9845849958,Cable: ₹442/kg | Keyboard: ₹35/kg | Mixed Plastic: ₹29/kg | Television: ₹10/kg | CRT: ₹7/kg | Microwave: ₹8/kg | Motor: ₹87/kg,Yes,"Jabalpur, Katni"
REC02645,E-Waste Aurangabad Circular Solutions 2645,Aurangabad,"PCB, Motor, Glass, Keyboard, Mobile, CRT, Microwave, Mixed Metal",Authorized,+91 9196495792,PCB: ₹482/kg | Motor: ₹50/kg | Glass: ₹11/kg | Keyboard: ₹22/kg | Mobile: ₹183/kg | CRT: ₹14/kg | Microwave: ₹20/kg | Mixed Metal: ₹74/kg,Yes,Aurangabad
REC02646,Circular Kolhapur Resource Recovery 2646,Kolhapur,"PCB, Mobile, Printer, Cable, Battery, Microwave",Authorized,+91 9914835253,PCB: ₹516/kg | Mobile: ₹214/kg | Printer: ₹12/kg | Cable: ₹391/kg | Battery: ₹187/kg | Microwave: ₹24/kg,Yes,"Kolhapur, Satara"
REC02647,RenewTech Solapur Green Processing 2647,Solapur,"Cable, Keyboard, Microwave, Mixed Plastic",Authorized,+91 9308312249,Cable: ₹419/kg | Keyboard: ₹17/kg | Microwave: ₹12/kg | Mixed Plastic: ₹27/kg,Yes,"Solapur, Akkalkot, Osmanabad"
REC02648,GreenCircuit Rajkot Materials Recycling 2648,Rajkot,"PCB, Mixed Metal, Motor",Authorized,+91 9783314563,PCB: ₹429/kg | Mixed Metal: ₹84/kg | Motor: ₹86/kg,Yes,"Rajkot, Morbi"
REC02649,UrbanRecycle Bhavnagar Sustainable Recycling 2649,Bhavnagar,"Mixed Metal, Mixed Plastic, Glass",Authorized,+91 9155777319,Mixed Metal: ₹56/kg | Mixed Plastic: ₹17/kg | Glass: ₹10/kg,Yes,"Bhavnagar, Botad, Amreli"
REC02650,EcoLink Faridabad Collection & Recycling 2650,Faridabad,"Microwave, Mouse, Mixed Plastic, CRT, Washing Machine",Authorized,+91 9164203105,Microwave: ₹16/kg | Mouse: ₹66/kg | Mixed Plastic: ₹34/kg | CRT: ₹6/kg | Washing Machine: ₹25/kg,Yes,"Faridabad, Palwal, Delhi"
REC02651,RecyclePro Gurugram Recycling Services 2651,Gurugram,"Glass, Microwave, Keyboard, PCB",Authorized,+91 9747223069,Glass: ₹9/kg | Microwave: ₹9/kg | Keyboard: ₹32/kg | PCB: ₹527/kg,Yes,"Gurugram, Delhi"
REC02652,EnviroCycle Hisar E-Waste Solutions 2652,Hisar,"Mouse, Printer, Microwave, Television, Battery, Magnet Assembly, Motor, Mixed Metal",Authorized,+91 9715918692,Mouse: ₹34/kg | Printer: ₹15/kg | Microwave: ₹20/kg | Television: ₹39/kg | Battery: ₹108/kg | Magnet Assembly: ₹113/kg | Motor: ₹85/kg | Mixed Metal: ₹70/kg,Yes,"Hisar, Sirsa"
REC02653,EarthLoop Karnal Recycler Hub 2653,Karnal,"CRT, Keyboard, Motor, PCB, Television, LCD Panel, Microwave, Washing Machine",Authorized,+91 9874380047,CRT: ₹7/kg | Keyboard: ₹39/kg | Motor: ₹48/kg | PCB: ₹470/kg | Television: ₹27/kg | LCD Panel: ₹67/kg | Microwave: ₹11/kg | Washing Machine: ₹18/kg,Yes,"Karnal, Kurukshetra, Panipat"
REC02654,GreenMine Jalandhar Recovery Centre 2654,Jalandhar,"Mixed Metal, Battery, Mixed Plastic, CRT, PCB, Television, Magnet Assembly",Authorization Verification Pending,+91 9552591614,Mixed Metal: ₹59/kg | Battery: ₹163/kg | Mixed Plastic: ₹8/kg | CRT: ₹17/kg | PCB: ₹530/kg | Television: ₹24/kg | Magnet Assembly: ₹143/kg,No,"Jalandhar, Hoshiarpur"
