Category,Location,Date,Price/kg,Source
Glass,Bhopal,24-08-26,₹5,Recycler
PCB,Indore,24-08-26,₹439,Recycler
Battery,Indore,24-08-26,₹114,Aggregator
Mobile,Indore,24-08-26,₹201,Recycler
Keyboard,Indore,24-08-26,₹27,Recycler
Mouse,Indore,24-08-26,₹37,Recycler
Printer,Indore,24-08-26,₹19,Recycler
Television,Indore,24-08-26,₹22,Aggregator
Washing Machine,Indore,24-08-26,₹20,Recycler
Microwave,Indore,24-08-26,₹17,Market Survey
Player,Indore,24-08-26,₹45,Aggregator
Cable,Indore,24-08-26,₹400,Recycler
LCD Panel,Indore,24-08-26,₹46,Recycler
Motor,Indore,24-08-26,₹79,Market Survey
Magnet Assembly,Indore,24-08-26,₹95,Recycler
Metal,Indore,24-08-26,₹54,Recycler
Plastic,Indore,24-08-26,₹21,Recycler
Glass,Indore,24-08-26,₹5,Aggregator
PCB,Raipur,24-08-26,₹399,Aggregator
Battery,Raipur,24-08-26,₹104,Aggregator
Mobile,Raipur,24-08-26,₹193,Aggregator
Keyboard,Raipur,24-08-26,₹28,Market Survey
Mouse,Raipur,24-08-26,₹37,Aggregator
Printer,Raipur,24-08-26,₹17,Aggregator
Television,Raipur,24-08-26,₹21,Aggregator
Washing Machine,Raipur,24-08-26,₹19,Recycler
Microwave,Raipur,24-08-26,₹15,Aggregator
Player,Raipur,24-08-26,₹42,Aggregator
Cable,Raipur,24-08-26,₹350,Recycler
LCD Panel,Raipur,24-08-26,₹42,Aggregator
Motor,Raipur,24-08-26,₹74,Recycler
Magnet Assembly,Raipur,24-08-26,₹94,Aggregator
Metal,Raipur,24-08-26,₹45,Recycler
Plastic,Raipur,24-08-26,₹20,Recycler
Glass,Raipur,24-08-26,₹5,Recycler
PCB,Nagpur,24-08-26,₹437,Recycler
Battery,Nagpur,24-08-26,₹108,Recycler
Mobile,Nagpur,24-08-26,₹209,Recycler
Keyboard,Nagpur,24-08-26,₹28,Recycler
Mouse,Nagpur,24-08-26,₹38,Recycler
Printer,Nagpur,24-08-26,₹18,Recycler
Television,Nagpur,24-08-26,₹22,Market Survey
Washing Machine,Nagpur,24-08-26,₹19,Recycler
Microwave,Nagpur,24-08-26,₹16,Recycler
Player,Nagpur,24-08-26,₹48,Recycler
Cable,Nagpur,24-08-26,₹387,Recycler
LCD Panel,Nagpur,24-08-26,₹44,Market Survey
Motor,Nagpur,24-08-26,₹70,Recycler
Magnet Assembly,Nagpur,24-08-26,₹95,Market Survey
Metal,Nagpur,24-08-26,₹52,Recycler
Plastic,Nagpur,24-08-26,₹21,Recycler
Glass,Nagpur,24-08-26,₹5,Recycler
PCB,Pune,24-08-26,₹447,Recycler
Battery,Pune,24-08-26,₹118,Recycler
Mobile,Pune,24-08-26,₹233,Recycler
Keyboard,Pune,24-08-26,₹29,Market Survey
Mouse,Pune,24-08-26,₹40,Recycler
Printer,Pune,24-08-26,₹19,Aggregator
Television,Pune,24-08-26,₹20,Aggregator
Washing Machine,Pune,24-08-26,₹21,Recycler
Microwave,Pune,24-08-26,₹18,Aggregator
Player,Pune,24-08-26,₹48,Aggregator
Cable,Pune,24-08-26,₹386,Recycler
LCD Panel,Pune,24-08-26,₹43,Aggregator
Motor,Pune,24-08-26,₹76,Recycler
Magnet Assembly,Pune,24-08-26,₹97,Market Survey
Metal,Pune,24-08-26,₹52,Market Survey
Plastic,Pune,24-08-26,₹19,Aggregator
Glass,Pune,24-08-26,₹5,Aggregator
PCB,Mumbai,24-08-26,₹459,Market Survey
Battery,Mumbai,24-08-26,₹114,Recycler
Mobile,Mumbai,24-08-26,₹240,Recycler
Keyboard,Mumbai,24-08-26,₹31,Recycler
Mouse,Mumbai,24-08-26,₹41,Market Survey
Printer,Mumbai,24-08-26,₹18,Recycler
Television,Mumbai,24-08-26,₹25,Market Survey
Washing Machine,Mumbai,24-08-26,₹21,Aggregator
Microwave,Mumbai,24-08-26,₹17,Recycler
Player,Mumbai,24-08-26,₹52,Recycler
Cable,Mumbai,24-08-26,₹411,Recycler
LCD Panel,Mumbai,24-08-26,₹50,Recycler
Motor,Mumbai,24-08-26,₹70,Aggregator
Magnet Assembly,Mumbai,24-08-26,₹105,Recycler
Metal,Mumbai,24-08-26,₹55,Recycler
Plastic,Mumbai,24-08-26,₹22,Recycler
Glass,Mumbai,24-08-26,₹5,Aggregator
PCB,Delhi,24-08-26,₹484,Recycler
Battery,Delhi,24-08-26,₹113,Recycler
Mobile,Delhi,24-08-26,₹214,Recycler
Keyboard,Delhi,24-08-26,₹29,Aggregator
Mouse,Delhi,24-08-26,₹41,Recycler
Printer,Delhi,24-08-26,₹19,Market Survey
Television,Delhi,24-08-26,₹23,Recycler
Washing Machine,Delhi,24-08-26,₹21,Aggregator
Microwave,Delhi,24-08-26,₹19,Recycler
Player,Delhi,24-08-26,₹53,Aggregator
Cable,Delhi,24-08-26,₹422,Recycler
LCD Panel,Delhi,24-08-26,₹44,Aggregator
Motor,Delhi,24-08-26,₹75,Aggregator
Magnet Assembly,Delhi,24-08-26,₹101,Aggregator
Metal,Delhi,24-08-26,₹52,Aggregator
Plastic,Delhi,24-08-26,₹22,Recycler
Glass,Delhi,24-08-26,₹5,Recycler
PCB,Noida,24-08-26,₹438,Market Survey
Battery,Noida,24-08-26,₹114,Recycler
Mobile,Noida,24-08-26,₹205,Aggregator
Keyboard,Noida,24-08-26,₹27,Aggregator
Mouse,Noida,24-08-26,₹40,Recycler
Printer,Noida,24-08-26,₹19,Market Survey
Television,Noida,24-08-26,₹24,Market Survey
Washing Machine,Noida,24-08-26,₹22,Recycler
Microwave,Noida,24-08-26,₹18,Recycler
Player,Noida,24-08-26,₹47,Recycler
Cable,Noida,24-08-26,₹421,Market Survey
LCD Panel,Noida,24-08-26,₹49,Aggregator
Motor,Noida,24-08-26,₹73,Recycler
Magnet Assembly,Noida,24-08-26,₹91,Recycler
Metal,Noida,24-08-26,₹50,Recycler
Plastic,Noida,24-08-26,₹20,Aggregator
Glass,Noida,24-08-26,₹5,Aggregator
PCB,Jaipur,24-08-26,₹458,Recycler
Battery,Jaipur,24-08-26,₹107,Recycler
Mobile,Jaipur,24-08-26,₹211,Recycler
Keyboard,Jaipur,24-08-26,₹28,Recycler
Mouse,Jaipur,24-08-26,₹39,Aggregator
Printer,Jaipur,24-08-26,₹18,Market Survey
Television,Jaipur,24-08-26,₹23,Recycler
Washing Machine,Jaipur,24-08-26,₹21,Recycler
Microwave,Jaipur,24-08-26,₹16,Aggregator
Player,Jaipur,24-08-26,₹50,Recycler
Cable,Jaipur,24-08-26,₹401,Recycler
LCD Panel,Jaipur,24-08-26,₹45,Recycler
Motor,Jaipur,24-08-26,₹74,Recycler
Magnet Assembly,Jaipur,24-08-26,₹95,Market Survey
Metal,Jaipur,24-08-26,₹57,Recycler
Plastic,Jaipur,24-08-26,₹20,Recycler
Glass,Jaipur,24-08-26,₹5,Aggregator
PCB,Ahmedabad,24-08-26,₹486,Recycler
Battery,Ahmedabad,24-08-26,₹111,Recycler
Mobile,Ahmedabad,24-08-26,₹226,Recycler
Keyboard,Ahmedabad,24-08-26,₹28,Aggregator
Mouse,Ahmedabad,24-08-26,₹37,Recycler
Printer,Ahmedabad,24-08-26,₹19,Recycler
Television,Ahmedabad,24-08-26,₹22,Aggregator
Washing Machine,Ahmedabad,24-08-26,₹22,Recycler
Microwave,Ahmedabad,24-08-26,₹17,Recycler
Player,Ahmedabad,24-08-26,₹49,Recycler
Cable,Ahmedabad,24-08-26,₹388,Recycler
LCD Panel,Ahmedabad,24-08-26,₹46,Recycler
Motor,Ahmedabad,24-08-26,₹75,Recycler
Magnet Assembly,Ahmedabad,24-08-26,₹102,Recycler
Metal,Ahmedabad,24-08-26,₹55,Recycler
Plastic,Ahmedabad,24-08-26,₹20,Recycler
Glass,Ahmedabad,24-08-26,₹5,Recycler
PCB,Bengaluru,24-08-26,₹446,Recycler
Battery,Bengaluru,24-08-26,₹117,Recycler
Mobile,Bengaluru,24-08-26,₹214,Recycler
Keyboard,Bengaluru,24-08-26,₹29,Recycler
Mouse,Bengaluru,24-08-26,₹40,Recycler
Printer,Bengaluru,24-08-26,₹18,Recycler
Television,Bengaluru,24-08-26,₹24,Recycler
Washing Machine,Bengaluru,24-08-26,₹22,Aggregator
Microwave,Bengaluru,24-08-26,₹18,Recycler
Player,Bengaluru,24-08-26,₹50,Market Survey
Cable,Bengaluru,24-08-26,₹422,Recycler
LCD Panel,Bengaluru,24-08-26,₹48,Recycler
Motor,Bengaluru,24-08-26,₹78,Recycler
Magnet Assembly,Bengaluru,24-08-26,₹92,Aggregator
Metal,Bengaluru,24-08-26,₹53,Recycler
Plastic,Bengaluru,24-08-26,₹23,Recycler
Glass,Bengaluru,24-08-26,₹5,Recycler
PCB,Hyderabad,24-08-26,₹437,Recycler
Battery,Hyderabad,24-08-26,₹107,Recycler
Mobile,Hyderabad,24-08-26,₹216,Recycler
Keyboard,Hyderabad,24-08-26,₹30,Recycler
Mouse,Hyderabad,24-08-26,₹39,Recycler
Printer,Hyderabad,24-08-26,₹19,Recycler
Television,Hyderabad,24-08-26,₹23,Recycler
Washing Machine,Hyderabad,24-08-26,₹21,Recycler
Microwave,Hyderabad,24-08-26,₹18,Recycler
Player,Hyderabad,24-08-26,₹48,Aggregator
Cable,Hyderabad,24-08-26,₹425,Recycler
LCD Panel,Hyderabad,24-08-26,₹45,Recycler
Motor,Hyderabad,24-08-26,₹75,Recycler
Magnet Assembly,Hyderabad,24-08-26,₹101,Recycler
Metal,Hyderabad,24-08-26,₹52,Recycler
Plastic,Hyderabad,24-08-26,₹21,Recycler
Glass,Hyderabad,24-08-26,₹5,Aggregator
PCB,Chennai,24-08-26,₹434,Aggregator
Battery,Chennai,24-08-26,₹111,Aggregator
Mobile,Chennai,24-08-26,₹206,Recycler
Keyboard,Chennai,24-08-26,₹29,Recycler
Mouse,Chennai,24-08-26,₹40,Recycler
Printer,Chennai,24-08-26,₹18,Recycler
Television,Chennai,24-08-26,₹23,Recycler
Washing Machine,Chennai,24-08-26,₹21,Recycler
Microwave,Chennai,24-08-26,₹18,Recycler
Player,Chennai,24-08-26,₹53,Recycler
Cable,Chennai,24-08-26,₹423,Recycler
LCD Panel,Chennai,24-08-26,₹47,Market Survey
Motor,Chennai,24-08-26,₹70,Aggregator
Magnet Assembly,Chennai,24-08-26,₹91,Recycler
Metal,Chennai,24-08-26,₹55,Market Survey
Plastic,Chennai,24-08-26,₹18,Aggregator
Glass,Chennai,24-08-26,₹5,Recycler
PCB,Kolkata,24-08-26,₹402,Recycler
Battery,Kolkata,24-08-26,₹107,Recycler
Mobile,Kolkata,24-08-26,₹206,Recycler
Keyboard,Kolkata,24-08-26,₹30,Recycler
Mouse,Kolkata,24-08-26,₹38,Aggregator
Printer,Kolkata,24-08-26,₹18,Recycler
Television,Kolkata,24-08-26,₹20,Aggregator
Washing Machine,Kolkata,24-08-26,₹20,Recycler
Microwave,Kolkata,24-08-26,₹16,Aggregator
Player,Kolkata,24-08-26,₹49,Recycler
Cable,Kolkata,24-08-26,₹382,Recycler
LCD Panel,Kolkata,24-08-26,₹45,Market Survey
Motor,Kolkata,24-08-26,₹72,Recycler
Magnet Assembly,Kolkata,24-08-26,₹86,Recycler
Metal,Kolkata,24-08-26,₹51,Recycler
Plastic,Kolkata,24-08-26,₹19,Recycler
Glass,Kolkata,24-08-26,₹5,Recycler
PCB,Lucknow,24-08-26,₹401,Recycler
Battery,Lucknow,24-08-26,₹109,Recycler
Mobile,Lucknow,24-08-26,₹197,Recycler
Keyboard,Lucknow,24-08-26,₹28,Recycler
Mouse,Lucknow,24-08-26,₹37,Recycler
Printer,Lucknow,24-08-26,₹17,Recycler
Television,Lucknow,24-08-26,₹21,Recycler
Washing Machine,Lucknow,24-08-26,₹20,Recycler
Microwave,Lucknow,24-08-26,₹16,Market Survey
Player,Lucknow,24-08-26,₹47,Recycler
Cable,Lucknow,24-08-26,₹385,Recycler
LCD Panel,Lucknow,24-08-26,₹41,Aggregator
Motor,Lucknow,24-08-26,₹68,Market Survey
Magnet Assembly,Lucknow,24-08-26,₹89,Aggregator
Metal,Lucknow,24-08-26,₹49,Aggregator
Plastic,Lucknow,24-08-26,₹19,Recycler
Glass,Lucknow,24-08-26,₹5,Market Survey
PCB,Bhopal,25-08-26,₹402,Recycler
Battery,Bhopal,25-08-26,₹101,Aggregator
Mobile,Bhopal,25-08-26,₹190,Aggregator
Keyboard,Bhopal,25-08-26,₹27,Market Survey
Mouse,Bhopal,25-08-26,₹36,Recycler
Printer,Bhopal,25-08-26,₹16,Aggregator
Television,Bhopal,25-08-26,₹19,Recycler
Washing Machine,Bhopal,25-08-26,₹19,Recycler
Microwave,Bhopal,25-08-26,₹16,Aggregator
Player,Bhopal,25-08-26,₹46,Recycler
Cable,Bhopal,25-08-26,₹358,Recycler
LCD Panel,Bhopal,25-08-26,₹43,Recycler
Motor,Bhopal,25-08-26,₹70,Recycler
Magnet Assembly,Bhopal,25-08-26,₹85,Aggregator
Metal,Bhopal,25-08-26,₹46,Aggregator
Plastic,Bhopal,25-08-26,₹19,Recycler
Glass,Bhopal,25-08-26,₹5,Aggregator
PCB,Indore,25-08-26,₹380,Aggregator
Battery,Indore,25-08-26,₹109,Recycler
Mobile,Indore,25-08-26,₹198,Aggregator
Keyboard,Indore,25-08-26,₹26,Recycler
Mouse,Indore,25-08-26,₹35,Recycler
Printer,Indore,25-08-26,₹18,Recycler
Television,Indore,25-08-26,₹20,Recycler
Washing Machine,Indore,25-08-26,₹20,Market Survey
Microwave,Indore,25-08-26,₹17,Recycler
Player,Indore,25-08-26,₹45,Recycler
Cable,Indore,25-08-26,₹356,Aggregator
LCD Panel,Indore,25-08-26,₹46,Aggregator
Motor,Indore,25-08-26,₹69,Recycler
Magnet Assembly,Indore,25-08-26,₹95,Recycler
Metal,Indore,25-08-26,₹48,Recycler
Plastic,Indore,25-08-26,₹20,Market Survey
Glass,Indore,25-08-26,₹5,Recycler
PCB,Raipur,25-08-26,₹387,Recycler
Battery,Raipur,25-08-26,₹103,Recycler
Mobile,Raipur,25-08-26,₹208,Aggregator
Keyboard,Raipur,25-08-26,₹25,Recycler
Mouse,Raipur,25-08-26,₹36,Recycler
Printer,Raipur,25-08-26,₹16,Aggregator
Television,Raipur,25-08-26,₹20,Recycler
Washing Machine,Raipur,25-08-26,₹19,Aggregator
Microwave,Raipur,25-08-26,₹15,Recycler
Player,Raipur,25-08-26,₹45,Market Survey
Cable,Raipur,25-08-26,₹369,Aggregator
LCD Panel,Raipur,25-08-26,₹39,Recycler
Motor,Raipur,25-08-26,₹64,Recycler
Magnet Assembly,Raipur,25-08-26,₹90,Recycler
Metal,Raipur,25-08-26,₹47,Recycler
Plastic,Raipur,25-08-26,₹18,Recycler
Glass,Raipur,25-08-26,₹4,Recycler
PCB,Nagpur,25-08-26,₹403,Recycler
Battery,Nagpur,25-08-26,₹108,Recycler
Mobile,Nagpur,25-08-26,₹205,Recycler
Keyboard,Nagpur,25-08-26,₹25,Recycler
Mouse,Nagpur,25-08-26,₹36,Recycler
Printer,Nagpur,25-08-26,₹17,Recycler
Television,Nagpur,25-08-26,₹22,Recycler
Washing Machine,Nagpur,25-08-26,₹19,Aggregator
Microwave,Nagpur,25-08-26,₹17,Recycler
Player,Nagpur,25-08-26,₹46,Recycler
Cable,Nagpur,25-08-26,₹366,Recycler
LCD Panel,Nagpur,25-08-26,₹41,Recycler
Motor,Nagpur,25-08-26,₹68,Aggregator
Magnet Assembly,Nagpur,25-08-26,₹90,Recycler
Metal,Nagpur,25-08-26,₹48,Aggregator
Plastic,Nagpur,25-08-26,₹19,Recycler
Glass,Nagpur,25-08-26,₹5,Recycler
PCB,Pune,25-08-26,₹399,Recycler
Battery,Pune,25-08-26,₹113,Recycler
Mobile,Pune,25-08-26,₹225,Recycler
Keyboard,Pune,25-08-26,₹29,Recycler
Mouse,Pune,25-08-26,₹34,Aggregator
Printer,Pune,25-08-26,₹16,Market Survey
Television,Pune,25-08-26,₹21,Aggregator
Washing Machine,Pune,25-08-26,₹21,Recycler
Microwave,Pune,25-08-26,₹17,Recycler
Player,Pune,25-08-26,₹51,Market Survey
Cable,Pune,25-08-26,₹410,Recycler
LCD Panel,Pune,25-08-26,₹44,Aggregator
Motor,Pune,25-08-26,₹73,Recycler
Magnet Assembly,Pune,25-08-26,₹103,Market Survey
Metal,Pune,25-08-26,₹55,Recycler
Plastic,Pune,25-08-26,₹21,Recycler
Glass,Pune,25-08-26,₹5,Market Survey
PCB,Mumbai,25-08-26,₹464,Recycler
Battery,Mumbai,25-08-26,₹115,Market Survey
Mobile,Mumbai,25-08-26,₹225,Recycler
Keyboard,Mumbai,25-08-26,₹27,Aggregator
Mouse,Mumbai,25-08-26,₹39,Recycler
Printer,Mumbai,25-08-26,₹19,Aggregator
Television,Mumbai,25-08-26,₹23,Aggregator
Washing Machine,Mumbai,25-08-26,₹21,Recycler
Microwave,Mumbai,25-08-26,₹18,Aggregator
Player,Mumbai,25-08-26,₹49,Recycler
Cable,Mumbai,25-08-26,₹410,Market Survey
LCD Panel,Mumbai,25-08-26,₹48,Recycler
Motor,Mumbai,25-08-26,₹73,Aggregator
Magnet Assembly,Mumbai,25-08-26,₹93,Recycler
Metal,Mumbai,25-08-26,₹56,Recycler
Plastic,Mumbai,25-08-26,₹21,Recycler
Glass,Mumbai,25-08-26,₹5,Aggregator
PCB,Delhi,25-08-26,₹439,Recycler
Battery,Delhi,25-08-26,₹109,Recycler
Mobile,Delhi,25-08-26,₹221,Market Survey
Keyboard,Delhi,25-08-26,₹27,Aggregator
Mouse,Delhi,25-08-26,₹40,Recycler
Printer,Delhi,25-08-26,₹20,Recycler
Television,Delhi,25-08-26,₹22,Aggregator
Washing Machine,Delhi,25-08-26,₹21,Aggregator
Microwave,Delhi,25-08-26,₹18,Recycler
Player,Delhi,25-08-26,₹50,Recycler
Cable,Delhi,25-08-26,₹400,Recycler
LCD Panel,Delhi,25-08-26,₹44,Market Survey
Motor,Delhi,25-08-26,₹74,Recycler
Magnet Assembly,Delhi,25-08-26,₹94,Aggregator
Metal,Delhi,25-08-26,₹55,Recycler
Plastic,Delhi,25-08-26,₹20,Recycler
Glass,Delhi,25-08-26,₹5,Recycler
PCB,Noida,25-08-26,₹462,Recycler
Battery,Noida,25-08-26,₹115,Market Survey
Mobile,Noida,25-08-26,₹223,Recycler
Keyboard,Noida,25-08-26,₹25,Aggregator
Mouse,Noida,25-08-26,₹37,Recycler
Printer,Noida,25-08-26,₹18,Recycler
Television,Noida,25-08-26,₹22,Recycler
Washing Machine,Noida,25-08-26,₹23,Market Survey
Microwave,Noida,25-08-26,₹17,Recycler
Player,Noida,25-08-26,₹49,Recycler
Cable,Noida,25-08-26,₹421,Recycler
LCD Panel,Noida,25-08-26,₹50,Recycler
Motor,Noida,25-08-26,₹75,Recycler
Magnet Assembly,Noida,25-08-26,₹95,Aggregator
Metal,Noida,25-08-26,₹47,Aggregator
Plastic,Noida,25-08-26,₹21,Market Survey
Glass,Noida,25-08-26,₹5,Recycler
PCB,Jaipur,25-08-26,₹404,Aggregator
Battery,Jaipur,25-08-26,₹107,Recycler
Mobile,Jaipur,25-08-26,₹207,Recycler
Keyboard,Jaipur,25-08-26,₹26,Aggregator
Mouse,Jaipur,25-08-26,₹39,Market Survey
Printer,Jaipur,25-08-26,₹17,Recycler
Television,Jaipur,25-08-26,₹21,Market Survey
Washing Machine,Jaipur,25-08-26,₹20,Recycler
Microwave,Jaipur,25-08-26,₹16,Recycler
Player,Jaipur,25-08-26,₹44,Recycler
Cable,Jaipur,25-08-26,₹389,Aggregator
LCD Panel,Jaipur,25-08-26,₹42,Recycler
Motor,Jaipur,25-08-26,₹68,Recycler
Magnet Assembly,Jaipur,25-08-26,₹91,Recycler
Metal,Jaipur,25-08-26,₹51,Recycler
Plastic,Jaipur,25-08-26,₹19,Recycler
Glass,Jaipur,25-08-26,₹5,Recycler
PCB,Ahmedabad,25-08-26,₹411,Market Survey
Battery,Ahmedabad,25-08-26,₹108,Market Survey
Mobile,Ahmedabad,25-08-26,₹212,Recycler
Keyboard,Ahmedabad,25-08-26,₹27,Aggregator
Mouse,Ahmedabad,25-08-26,₹36,Recycler
Printer,Ahmedabad,25-08-26,₹17,Aggregator
Television,Ahmedabad,25-08-26,₹21,Recycler
Washing Machine,Ahmedabad,25-08-26,₹20,Recycler
Microwave,Ahmedabad,25-08-26,₹18,Recycler
Player,Ahmedabad,25-08-26,₹48,Recycler
Cable,Ahmedabad,25-08-26,₹389,Market Survey
LCD Panel,Ahmedabad,25-08-26,₹40,Aggregator
Motor,Ahmedabad,25-08-26,₹75,Recycler
Magnet Assembly,Ahmedabad,25-08-26,₹95,Market Survey
Metal,Ahmedabad,25-08-26,₹47,Aggregator
Plastic,Ahmedabad,25-08-26,₹19,Market Survey
Glass,Ahmedabad,25-08-26,₹5,Recycler
PCB,Bengaluru,25-08-26,₹451,Recycler
Battery,Bengaluru,25-08-26,₹110,Recycler
Mobile,Bengaluru,25-08-26,₹221,Recycler
Keyboard,Bengaluru,25-08-26,₹29,Recycler
Mouse,Bengaluru,25-08-26,₹38,Recycler
Printer,Bengaluru,25-08-26,₹19,Aggregator
Television,Bengaluru,25-08-26,₹22,Recycler
Washing Machine,Bengaluru,25-08-26,₹21,Market Survey
Microwave,Bengaluru,25-08-26,₹19,Recycler
Player,Bengaluru,25-08-26,₹46,Recycler
Cable,Bengaluru,25-08-26,₹378,Recycler
LCD Panel,Bengaluru,25-08-26,₹42,Aggregator
Motor,Bengaluru,25-08-26,₹79,Recycler
Magnet Assembly,Bengaluru,25-08-26,₹96,Recycler
Metal,Bengaluru,25-08-26,₹52,Recycler
Plastic,Bengaluru,25-08-26,₹19,Aggregator
Glass,Bengaluru,25-08-26,₹5,Recycler
PCB,Hyderabad,25-08-26,₹448,Recycler
Battery,Hyderabad,25-08-26,₹118,Recycler
Mobile,Hyderabad,25-08-26,₹219,Recycler
Keyboard,Hyderabad,25-08-26,₹27,Aggregator
Mouse,Hyderabad,25-08-26,₹39,Aggregator
Printer,Hyderabad,25-08-26,₹18,Recycler
Television,Hyderabad,25-08-26,₹22,Recycler
Washing Machine,Hyderabad,25-08-26,₹20,Recycler
Microwave,Hyderabad,25-08-26,₹17,Market Survey
Player,Hyderabad,25-08-26,₹47,Aggregator
Cable,Hyderabad,25-08-26,₹357,Aggregator
LCD Panel,Hyderabad,25-08-26,₹46,Recycler
Motor,Hyderabad,25-08-26,₹73,Aggregator
Magnet Assembly,Hyderabad,25-08-26,₹97,Recycler
Metal,Hyderabad,25-08-26,₹49,Aggregator
Plastic,Hyderabad,25-08-26,₹19,Aggregator
Glass,Hyderabad,25-08-26,₹5,Recycler
PCB,Chennai,25-08-26,₹476,Recycler
Battery,Chennai,25-08-26,₹108,Recycler
Mobile,Chennai,25-08-26,₹177,Aggregator
Keyboard,Chennai,25-08-26,₹29,Recycler
Mouse,Chennai,25-08-26,₹38,Aggregator
Printer,Chennai,25-08-26,₹18,Aggregator
Television,Chennai,25-08-26,₹21,Recycler
Washing Machine,Chennai,25-08-26,₹22,Market Survey
Microwave,Chennai,25-08-26,₹16,Recycler
Player,Chennai,25-08-26,₹52,Recycler
Cable,Chennai,25-08-26,₹367,Aggregator
LCD Panel,Chennai,25-08-26,₹44,Recycler
Motor,Chennai,25-08-26,₹70,Aggregator
Magnet Assembly,Chennai,25-08-26,₹96,Recycler
Metal,Chennai,25-08-26,₹53,Recycler
Plastic,Chennai,25-08-26,₹21,Market Survey
Glass,Chennai,25-08-26,₹5,Recycler
PCB,Kolkata,25-08-26,₹449,Recycler
Battery,Kolkata,25-08-26,₹101,Aggregator
Mobile,Kolkata,25-08-26,₹194,Recycler
Keyboard,Kolkata,25-08-26,₹27,Recycler
Mouse,Kolkata,25-08-26,₹37,Recycler
Printer,Kolkata,25-08-26,₹16,Recycler
Television,Kolkata,25-08-26,₹22,Market Survey
Washing Machine,Kolkata,25-08-26,₹20,Recycler
Microwave,Kolkata,25-08-26,₹16,Recycler
Player,Kolkata,25-08-26,₹47,Recycler
Cable,Kolkata,25-08-26,₹378,Recycler
LCD Panel,Kolkata,25-08-26,₹42,Recycler
Motor,Kolkata,25-08-26,₹65,Recycler
Magnet Assembly,Kolkata,25-08-26,₹94,Recycler
Metal,Kolkata,25-08-26,₹44,Aggregator
Plastic,Kolkata,25-08-26,₹19,Recycler
Glass,Kolkata,25-08-26,₹5,Recycler
PCB,Lucknow,25-08-26,₹439,Recycler
Battery,Lucknow,25-08-26,₹108,Recycler
Mobile,Lucknow,25-08-26,₹208,Recycler
Keyboard,Lucknow,25-08-26,₹26,Recycler
Mouse,Lucknow,25-08-26,₹35,Aggregator
Printer,Lucknow,25-08-26,₹16,Recycler
Television,Lucknow,25-08-26,₹20,Recycler
Washing Machine,Lucknow,25-08-26,₹21,Market Survey
Microwave,Lucknow,25-08-26,₹16,Aggregator
Player,Lucknow,25-08-26,₹47,Recycler
Cable,Lucknow,25-08-26,₹359,Recycler
LCD Panel,Lucknow,25-08-26,₹43,Recycler
Motor,Lucknow,25-08-26,₹72,Recycler
Magnet Assembly,Lucknow,25-08-26,₹90,Recycler
Metal,Lucknow,25-08-26,₹51,Aggregator
Plastic,Lucknow,25-08-26,₹20,Recycler
Glass,Lucknow,25-08-26,₹5,Recycler
PCB,Bhopal,26-08-26,₹429,Recycler
Battery,Bhopal,26-08-26,₹115,Recycler
Mobile,Bhopal,26-08-26,₹203,Recycler
Keyboard,Bhopal,26-08-26,₹28,Recycler
Mouse,Bhopal,26-08-26,₹36,Recycler
Printer,Bhopal,26-08-26,₹18,Aggregator
Television,Bhopal,26-08-26,₹24,Recycler
Washing Machine,Bhopal,26-08-26,₹22,Recycler
Microwave,Bhopal,26-08-26,₹15,Recycler
Player,Bhopal,26-08-26,₹46,Aggregator
Cable,Bhopal,26-08-26,₹366,Recycler
LCD Panel,Bhopal,26-08-26,₹45,Recycler
Motor,Bhopal,26-08-26,₹74,Aggregator
Magnet Assembly,Bhopal,26-08-26,₹88,Recycler
Metal,Bhopal,26-08-26,₹51,Recycler
Plastic,Bhopal,26-08-26,₹20,Recycler
Glass,Bhopal,26-08-26,₹5,Recycler
PCB,Indore,26-08-26,₹453,Recycler
Battery,Indore,26-08-26,₹116,Recycler
Mobile,Indore,26-08-26,₹203,Recycler
Keyboard,Indore,26-08-26,₹28,Aggregator
Mouse,Indore,26-08-26,₹39,Recycler
Printer,Indore,26-08-26,₹20,Market Survey
Television,Indore,26-08-26,₹23,Recycler
Washing Machine,Indore,26-08-26,₹22,Recycler
Microwave,Indore,26-08-26,₹17,Market Survey
Player,Indore,26-08-26,₹52,Recycler
Cable,Indore,26-08-26,₹378,Recycler
LCD Panel,Indore,26-08-26,₹42,Recycler
Motor,Indore,26-08-26,₹69,Aggregator
Magnet Assembly,Indore,26-08-26,₹96,Market Survey
Metal,Indore,26-08-26,₹51,Market Survey
Plastic,Indore,26-08-26,₹21,Recycler
Glass,Indore,26-08-26,₹5,Aggregator
PCB,Raipur,26-08-26,₹426,Recycler
Battery,Raipur,26-08-26,₹112,Recycler
Mobile,Raipur,26-08-26,₹204,Recycler
Keyboard,Raipur,26-08-26,₹29,Recycler
Mouse,Raipur,26-08-26,₹36,Recycler
Printer,Raipur,26-08-26,₹17,Recycler
Television,Raipur,26-08-26,₹21,Aggregator
Washing Machine,Raipur,26-08-26,₹21,Recycler
Microwave,Raipur,26-08-26,₹16,Aggregator
Player,Raipur,26-08-26,₹46,Market Survey
Cable,Raipur,26-08-26,₹388,Market Survey
LCD Panel,Raipur,26-08-26,₹46,Recycler
Motor,Raipur,26-08-26,₹70,Recycler
